Name,Age,garbage_disposal,importance_of_clean_surrounding,dental_care,sickness_prevention,clean_nails,message,study_material,likes_learning,learn_with_others,message,touch_private_parts_without_consent,approach_grownup_when_feeling_unsafe,speakup_if_touched_inappropriately,say_no_if_inappropriate_touch,physical_contact_if_uncomfortable,message
Fateh Raval,7,No,No,No,No,No,Keep your nails clean for good hygiene and overall well-being.,No,No,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,Yes,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Yashvi Garg,7,No,Yes,Yes,No,No,Keep your nails clean for good hygiene and overall well-being.,No,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,No,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Ivan Comar,8,No,Yes,Yes,Yes,Yes,Proper garbage disposal is important for maintaining cleanliness and preventing pollution. Remember to dispose of garbage properly for a healthier environment.,Yes,Yes,Yes,Be your own teacher! Try to learn on your own and never give up.,No,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Aayush Sandhu,10,No,Yes,No,No,No,Keep your nails clean for good hygiene and overall well-being.,No,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Nayantara Mahal,7,No,Yes,No,Yes,No,Keep your nails clean for good hygiene and overall well-being.,Yes,Yes,Yes,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,No,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Eva Uppal,6,No,No,No,Yes,Yes,Take care of your teeth for a healthy smile and overall well-being.,No,Yes,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,Yes,No,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Pari Upadhyay,5,No,No,Yes,Yes,No,Keep your nails clean for good hygiene and overall well-being.,No,Yes,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,Yes,Yes,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Urvi Krishna,9,Yes,Yes,No,Yes,No,Keep your nails clean for good hygiene and overall well-being.,No,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,No,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Yasmin Cheema,7,Yes,No,Yes,Yes,No,Keep your nails clean for good hygiene and overall well-being.,Yes,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,Yes,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Amira Halder,6,Yes,Yes,Yes,Yes,No,Keep your nails clean for good hygiene and overall well-being.,No,Yes,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,Yes,No,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Dharmajan Kanda,5,Yes,Yes,Yes,Yes,Yes,Keep your nails clean for good hygiene and overall well-being.,No,No,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,No,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Uthkarsh Bansal,6,No,Yes,No,No,Yes,Take care of your teeth for a healthy smile and overall well-being.,Yes,No,Yes,Be your own teacher! Try to learn on your own and never give up.,No,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Ayesha Bath,10,Yes,No,Yes,Yes,No,Keep your nails clean for good hygiene and overall well-being.,No,Yes,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,Yes,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Indranil Upadhyay,6,No,Yes,Yes,Yes,No,Keep your nails clean for good hygiene and overall well-being.,No,No,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,Yes,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Miraya Shah,10,Yes,Yes,No,No,Yes,Take care of your teeth for a healthy smile and overall well-being.,No,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,No,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Aarna Aurora,5,No,No,Yes,Yes,Yes,A clean environment is important for staying healthy. Remember the importance of cleanliness for overall well-being.,No,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Dhruv Choudhury,5,No,No,Yes,Yes,Yes,A clean environment is important for staying healthy. Remember the importance of cleanliness for overall well-being.,Yes,No,Yes,Be your own teacher! Try to learn on your own and never give up.,No,Yes,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Vritika Seshadri,8,No,Yes,Yes,No,Yes,Proper garbage disposal is important for maintaining cleanliness and preventing pollution. Remember to dispose of garbage properly for a healthier environment.,Yes,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,No,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Indrans Sawhney,8,Yes,No,Yes,Yes,Yes,A clean environment is important for staying healthy. Remember the importance of cleanliness for overall well-being.,Yes,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Manjari Kashyap,6,No,No,No,Yes,No,Keep your nails clean for good hygiene and overall well-being.,Yes,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,No,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Urvi Korpal,7,Yes,No,No,No,Yes,Take care of your teeth for a healthy smile and overall well-being.,Yes,No,Yes,Be your own teacher! Try to learn on your own and never give up.,No,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Vidur Kuruvilla,9,Yes,Yes,Yes,No,No,Keep your nails clean for good hygiene and overall well-being.,No,Yes,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,Yes,No,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Advik Rajagopalan,7,Yes,No,No,Yes,No,Keep your nails clean for good hygiene and overall well-being.,No,Yes,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,No,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Hazel Gala,5,No,Yes,No,No,Yes,Take care of your teeth for a healthy smile and overall well-being.,No,Yes,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,Yes,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Aniruddh Jain,6,No,Yes,No,No,Yes,Take care of your teeth for a healthy smile and overall well-being.,No,No,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,Yes,No,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Shaan Lala,10,Yes,No,Yes,No,Yes,A clean environment is important for staying healthy. Remember the importance of cleanliness for overall well-being.,No,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,Yes,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Farhan Chaudhary,10,Yes,Yes,No,Yes,Yes,Take care of your teeth for a healthy smile and overall well-being.,No,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,No,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Samaira Ben,9,No,No,No,No,No,Keep your nails clean for good hygiene and overall well-being.,No,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Drishya Kara,6,Yes,No,No,Yes,No,Keep your nails clean for good hygiene and overall well-being.,No,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Anahita Sawhney,10,Yes,No,Yes,No,No,Keep your nails clean for good hygiene and overall well-being.,Yes,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Misha Raja,7,No,No,No,No,Yes,Take care of your teeth for a healthy smile and overall well-being.,Yes,Yes,Yes,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,Yes,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Mannat Basak,9,No,No,Yes,No,Yes,A clean environment is important for staying healthy. Remember the importance of cleanliness for overall well-being.,No,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Manjari Dara,9,Yes,Yes,Yes,Yes,No,Keep your nails clean for good hygiene and overall well-being.,No,Yes,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,No,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Tushar Kaul,10,No,Yes,Yes,No,Yes,Proper garbage disposal is important for maintaining cleanliness and preventing pollution. Remember to dispose of garbage properly for a healthier environment.,No,No,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,No,No,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Ahana  Chadha,10,Yes,No,Yes,No,No,Keep your nails clean for good hygiene and overall well-being.,No,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,No,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Yashvi Viswanathan,10,Yes,No,Yes,No,Yes,A clean environment is important for staying healthy. Remember the importance of cleanliness for overall well-being.,Yes,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Saira Dar,9,No,Yes,Yes,No,No,Keep your nails clean for good hygiene and overall well-being.,Yes,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Kanav Chaudhry,8,Yes,Yes,No,Yes,Yes,Take care of your teeth for a healthy smile and overall well-being.,No,Yes,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,Yes,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Jayesh Seth,9,Yes,No,No,No,No,Keep your nails clean for good hygiene and overall well-being.,Yes,Yes,Yes,Be your own teacher! Try to learn on your own and never give up.,Yes,Yes,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Biju Bora,9,Yes,No,No,No,No,Keep your nails clean for good hygiene and overall well-being.,No,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,No,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Tiya Sharaf,6,Yes,Yes,Yes,No,No,Keep your nails clean for good hygiene and overall well-being.,Yes,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,No,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Saksham Master,10,No,Yes,No,Yes,No,Keep your nails clean for good hygiene and overall well-being.,Yes,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Pari Sengupta,10,No,No,No,Yes,Yes,Take care of your teeth for a healthy smile and overall well-being.,No,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,No,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Tara Sangha,6,No,No,No,Yes,Yes,Take care of your teeth for a healthy smile and overall well-being.,No,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,Yes,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Suhana Atwal,9,Yes,No,No,Yes,No,Keep your nails clean for good hygiene and overall well-being.,No,No,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,Yes,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Amira Yohannan,6,No,Yes,No,Yes,No,Keep your nails clean for good hygiene and overall well-being.,No,Yes,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,Yes,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Tarini Soni,9,Yes,Yes,No,No,No,Keep your nails clean for good hygiene and overall well-being.,Yes,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,No,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Vritika Rana,6,Yes,No,Yes,No,Yes,A clean environment is important for staying healthy. Remember the importance of cleanliness for overall well-being.,Yes,No,Yes,Be your own teacher! Try to learn on your own and never give up.,Yes,No,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Lagan Sehgal,7,Yes,No,No,Yes,No,Keep your nails clean for good hygiene and overall well-being.,Yes,No,Yes,Try learning on your own. Don't let your curiosity and willingness to learn go away.,Yes,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Nayantara Das,5,Yes,Yes,No,Yes,No,Keep your nails clean for good hygiene and overall well-being.,No,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,Yes,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Advik Lalla,7,Yes,No,No,Yes,No,Keep your nails clean for good hygiene and overall well-being.,Yes,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Amani Bhandari,6,No,No,Yes,No,No,Keep your nails clean for good hygiene and overall well-being.,Yes,No,Yes,Try learning on your own. Don't let your curiosity and willingness to learn go away.,Yes,Yes,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Kavya Bali,8,No,No,Yes,No,Yes,A clean environment is important for staying healthy. Remember the importance of cleanliness for overall well-being.,Yes,No,Yes,Be your own teacher! Try to learn on your own and never give up.,No,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Khushi Yohannan,6,Yes,Yes,No,Yes,Yes,Take care of your teeth for a healthy smile and overall well-being.,No,Yes,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,No,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Zoya Chaudhuri,9,No,Yes,Yes,Yes,Yes,Proper garbage disposal is important for maintaining cleanliness and preventing pollution. Remember to dispose of garbage properly for a healthier environment.,No,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Pari Keer,9,Yes,Yes,No,Yes,Yes,Take care of your teeth for a healthy smile and overall well-being.,No,No,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,No,No,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Jayan Comar,5,No,No,No,Yes,No,Keep your nails clean for good hygiene and overall well-being.,Yes,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,Yes,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Ehsaan Shroff,6,Yes,No,No,Yes,Yes,Take care of your teeth for a healthy smile and overall well-being.,Yes,No,Yes,Be your own teacher! Try to learn on your own and never give up.,Yes,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Inaaya  Mallick,8,No,No,No,No,Yes,Take care of your teeth for a healthy smile and overall well-being.,Yes,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,Yes,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Shanaya Bobal,7,No,Yes,Yes,No,No,Keep your nails clean for good hygiene and overall well-being.,No,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,Yes,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Shayak Kala,5,No,Yes,Yes,Yes,Yes,Proper garbage disposal is important for maintaining cleanliness and preventing pollution. Remember to dispose of garbage properly for a healthier environment.,No,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Neelofar Krishnamurthy,6,Yes,No,Yes,No,Yes,A clean environment is important for staying healthy. Remember the importance of cleanliness for overall well-being.,No,Yes,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,No,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Umang Chacko,5,No,No,No,Yes,No,Keep your nails clean for good hygiene and overall well-being.,Yes,No,Yes,Be your own teacher! Try to learn on your own and never give up.,Yes,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Miraan Biswas,5,Yes,No,No,Yes,Yes,Take care of your teeth for a healthy smile and overall well-being.,No,No,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,Yes,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Armaan Choudhury,7,Yes,Yes,No,Yes,Yes,Take care of your teeth for a healthy smile and overall well-being.,No,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,No,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Himmat Randhawa,10,No,No,Yes,No,Yes,A clean environment is important for staying healthy. Remember the importance of cleanliness for overall well-being.,Yes,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Ishaan Chaudhary,10,No,No,No,Yes,No,Keep your nails clean for good hygiene and overall well-being.,No,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Reyansh Barad,5,No,Yes,Yes,No,No,Keep your nails clean for good hygiene and overall well-being.,Yes,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,No,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Riaan Aurora,5,Yes,Yes,Yes,No,No,Keep your nails clean for good hygiene and overall well-being.,Yes,No,Yes,Try learning on your own. Don't let your curiosity and willingness to learn go away.,No,No,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Anya Sundaram,6,Yes,Yes,No,Yes,Yes,Take care of your teeth for a healthy smile and overall well-being.,No,No,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,No,Yes,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Uthkarsh Soman,10,No,Yes,No,Yes,Yes,Take care of your teeth for a healthy smile and overall well-being.,No,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,Yes,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Riya Roy,6,No,Yes,Yes,No,Yes,Proper garbage disposal is important for maintaining cleanliness and preventing pollution. Remember to dispose of garbage properly for a healthier environment.,No,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Zara Upadhyay,5,Yes,No,Yes,Yes,Yes,A clean environment is important for staying healthy. Remember the importance of cleanliness for overall well-being.,No,No,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,Yes,No,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Anay Setty,10,No,Yes,Yes,No,No,Keep your nails clean for good hygiene and overall well-being.,Yes,Yes,Yes,Be your own teacher! Try to learn on your own and never give up.,No,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Mamooty Trivedi,10,No,No,No,No,Yes,Take care of your teeth for a healthy smile and overall well-being.,Yes,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Devansh Chaudhry,5,Yes,Yes,Yes,Yes,No,Keep your nails clean for good hygiene and overall well-being.,Yes,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Yasmin Ghose,6,Yes,No,Yes,Yes,No,Keep your nails clean for good hygiene and overall well-being.,Yes,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,No,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Manikya Dugar,10,No,No,No,No,No,Keep your nails clean for good hygiene and overall well-being.,No,No,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,Yes,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Emir Dua,10,No,Yes,Yes,Yes,Yes,Proper garbage disposal is important for maintaining cleanliness and preventing pollution. Remember to dispose of garbage properly for a healthier environment.,No,Yes,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,No,Yes,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Rania Atwal,5,No,Yes,Yes,Yes,No,Keep your nails clean for good hygiene and overall well-being.,No,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,Yes,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Nirvi Mallick,9,No,No,Yes,No,Yes,A clean environment is important for staying healthy. Remember the importance of cleanliness for overall well-being.,No,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,No,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Saira Suresh,6,Yes,No,Yes,Yes,No,Keep your nails clean for good hygiene and overall well-being.,No,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Rohan Thaman,7,Yes,Yes,No,Yes,No,Keep your nails clean for good hygiene and overall well-being.,Yes,No,Yes,Try learning on your own. Don't let your curiosity and willingness to learn go away.,Yes,Yes,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Vivaan Gade,5,Yes,Yes,No,No,Yes,Take care of your teeth for a healthy smile and overall well-being.,Yes,Yes,Yes,Try learning on your own. Don't let your curiosity and willingness to learn go away.,No,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Parinaaz Babu,5,No,Yes,No,No,No,Keep your nails clean for good hygiene and overall well-being.,No,No,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,No,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Rasha Dhawan,5,No,Yes,No,No,Yes,Take care of your teeth for a healthy smile and overall well-being.,No,Yes,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,Yes,Yes,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Nitara Sura,10,Yes,No,No,Yes,Yes,Take care of your teeth for a healthy smile and overall well-being.,No,Yes,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,Yes,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Anya Varughese,9,Yes,Yes,Yes,No,Yes,Take care of your teeth for a healthy smile and overall well-being.,No,Yes,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,No,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Dhanush Wadhwa,8,Yes,Yes,Yes,No,Yes,Take care of your teeth for a healthy smile and overall well-being.,No,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Rohan Ramakrishnan,9,Yes,No,Yes,No,No,Keep your nails clean for good hygiene and overall well-being.,Yes,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Samiha Bath,6,No,No,No,Yes,No,Keep your nails clean for good hygiene and overall well-being.,No,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Hridaan Bath,9,No,Yes,No,No,Yes,Take care of your teeth for a healthy smile and overall well-being.,No,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,No,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Kaira Dua,5,Yes,Yes,No,No,No,Keep your nails clean for good hygiene and overall well-being.,Yes,Yes,Yes,Try learning on your own. Don't let your curiosity and willingness to learn go away.,No,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Nitya Tank,7,Yes,No,Yes,No,No,Keep your nails clean for good hygiene and overall well-being.,No,Yes,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,No,Yes,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Jayan Bandi,6,Yes,Yes,Yes,Yes,No,Keep your nails clean for good hygiene and overall well-being.,Yes,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Siya Sarin,10,No,No,Yes,No,Yes,A clean environment is important for staying healthy. Remember the importance of cleanliness for overall well-being.,Yes,No,Yes,Be your own teacher! Try to learn on your own and never give up.,No,Yes,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Shlok Raval,5,Yes,Yes,No,No,Yes,Take care of your teeth for a healthy smile and overall well-being.,No,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,No,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Damini Dixit,8,Yes,No,No,Yes,Yes,Take care of your teeth for a healthy smile and overall well-being.,No,No,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,No,Yes,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Renee Kapoor,7,No,Yes,Yes,Yes,No,Keep your nails clean for good hygiene and overall well-being.,No,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Kimaya Das,6,No,Yes,No,No,Yes,Take care of your teeth for a healthy smile and overall well-being.,Yes,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Nayantara Goyal,10,Yes,Yes,No,Yes,No,Keep your nails clean for good hygiene and overall well-being.,No,Yes,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,No,No,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Diya Chanda,6,No,No,Yes,Yes,Yes,A clean environment is important for staying healthy. Remember the importance of cleanliness for overall well-being.,No,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
